"","MetaID","3317A","3318A","3319A","3320A","3321A","3322A","3325A","3326A"
"1","100.01609_2.553",-1.20397280432594,-1.89711998488588,-2.30258509299405,2.19722457733622,2.30258509299405,3.40119738166216,0.405465108108164,0.693147180559945
"2","100.01609_3.117",1.20397280432594,0.916290731874154,0,5.99146454710798,5.52146091786225,5.7037824746562,2.70805020110221,3.50655789731998
"3","100.01613_4.753",-0.405465108108165,0,0.916290731874154,0.693147180559944,0.693147180559945,-0.79850769621777,-1.89711998488588,-0.405465108108165
"4","100.02733_4.274",5.29831736654804,3.2188758248682,2.70805020110221,5.29831736654804,5.29831736654804,5.7037824746562,2.30258509299405,4.89285225843987
"5","100.02738_2.05",3.40119738166216,1.38629436111989,1.09861228866811,4.24849524204936,1.6094379124341,2.99573227355399,-0.693147180559945,3.50655789731998
"6","100.02748_5.84",5.29831736654804,1.6094379124341,2.30258509299405,6.21460809842219,5.52146091786225,5.7037824746562,1.6094379124341,5.11599580975408
"7","100.05238_12.561",6.90775527898214,3.91202300542815,3.55534806148941,6.90775527898214,6.90775527898214,8.29404964010203,3.2188758248682,3.28341434600577
"8","100.0525_2.47",0.980829253011725,0.693147180559945,0.916290731874154,2.30258509299405,1.6094379124341,1.6094379124341,2.30258509299405,2.30258509299405
"9","100.06376_4.889",5.58599943899982,5.29831736654804,2.30258509299405,8.29404964010203,8.00636756765025,5.52146091786225,3.2188758248682,4.19970507787993
"10","100.06382_3.993",4.89285225843987,3.2188758248682,0,5.29831736654804,5.01063529409626,5.01063529409626,2.30258509299405,4.60517018598809
"11","100.06384_2.954",3.50655789731998,3.2188758248682,3.2188758248682,5.29831736654804,6.21460809842219,3.80666248977032,0.916290731874154,1.89711998488588
"12","100.06384_9.029",1.89711998488588,-0.693147180559945,-0.693147180559945,0.693147180559944,2.30258509299405,1.09861228866811,-0.693147180559945,2.59026716544583
"13","100.07176_3.098",6.50229017087397,5.52146091786225,5.29831736654804,5.7037824746562,6.21460809842219,6.21460809842219,0.405465108108164,1.20397280432594
"14","100.10022_15.661",2.30258509299405,3.40119738166216,3.2188758248682,2.30258509299405,1.50407739677627,1.50407739677627,3.68887945411394,2.81341071676004
"15","101.01131_2.224",5.58599943899982,3.91202300542815,3.2188758248682,5.7037824746562,6.21460809842219,5.99146454710798,0.405465108108164,0.693147180559945
"16","101.0114_4.532",1.20397280432594,-0.916290731874156,-1.6094379124341,0,1.50407739677627,-0.693147180559944,0,-0.405465108108165
"17","101.01141_5.311",1.89711998488588,-0.693147180559945,-0.693147180559945,2.30258509299405,1.6094379124341,1.6094379124341,4.60517018598809,6.50229017087397
"18","101.02999_4.607",0.693147180559945,-1.89711998488588,-2.30258509299405,1.09861228866811,-0.693147180559944,0.916290731874156,-2.30258509299405,-1.20397280432594
"19","101.03001_6.454",0.51082562376599,-0.693147180559945,-1.38629436111989,1.38629436111989,0.693147180559945,0.693147180559945,-1.38629436111989,1.20397280432594
"20","101.04763_5.12",3.40119738166216,3.2188758248682,2.30258509299405,1.79175946922805,3.68887945411394,3.40119738166216,4.60517018598809,4.89285225843987
"21","101.04775_6.781",1.89711998488588,0,0.405465108108164,2.30258509299405,0.916290731874156,1.6094379124341,1.6094379124341,0.693147180559945
"22","101.04778_3.259",1.20397280432594,0.693147180559945,1.09861228866811,2.30258509299405,2.70805020110221,1.6094379124341,0.916290731874154,0.51082562376599
"23","101.04785_12.939",-1.09861228866811,-1.6094379124341,-1.6094379124341,0.693147180559944,0,-1.04982212449868,-1.20397280432594,-0.405465108108165
"24","101.05907_9.591",3.50655789731998,0,0,4.38202663467388,3.91202300542815,3.80666248977032,-1.6094379124341,2.30258509299405
